Source,Target,Sigmoid
203666,28643625,0.2749673863751861
25126616,16241224,0.23279403853031044
15171934,3623050,0.06579527207670044
24560307,5932749,0.08999999993175695
2935735,4591033,0.08999849687203368
9461481,28366058,0.24352230148719578
25537901,25538333,0.06579527207670044
4025121,16851127,0.26423912339336464
10969551,8711353,0.29939764341679476
24560307,13346571,0.08999849687203368
1857825,2410676,0.07927173701800941
11421378,167174,0.08573167141401901
11421378,3955647,0.07927173701800941
8843683,1787757,0.06579527207670044
671825,729744,0.9915373472852471
17784299,21548299,0.06579527207670044
206084,26992831,0.06579527207670044
9530789,9325315,0.06579527207670044
9325315,9530789,0.08573167141401901
1801829,2649031,0.23925397292632
11808187,5187096,0.06579527207670044
588600,71019,0.07927173701800941
9461481,7691631,0.23925397292632
11589713,9461481,0.26423912339336464
11778024,16819795,0.07927173701800941
714074,14663768,0.07927173701800941
14159669,3623050,0.807741364864867
19294390,9029977,0.06579527207670044
21357099,321278,0.06579527207670044
2081289,14448779,0.9952835325645921
10707658,16297763,0.29920632266599023
27022174,2476855,0.07927173701800941
8569918,9615328,0.07927173701800941
606956,128476,0.6011386484578177
28366058,7691631,0.9997387890720022
7786818,3038446,0.695829691602527
17752746,3016562,0.07927173701800941
22521888,10616272,0.07927173701800941
238972,13347640,0.9562400988252286
13512328,11225014,0.21931757358900147
104937,27,0.06579527207670044
15601851,23899906,0.08838124110341175
2351391,2351384,0.06579527207670044
108278,15090814,0.07927173701800941
14981376,1181927,0.6017410050158982
2014929,1385122,0.06579527207670044
9403933,23198783,0.06579527207670044
8962829,14169882,0.2999999811779665
24835467,22187098,0.06579527207670044
5710178,5710341,0.07927173701800941
843222,654608,0.7064759599770215
27193779,3342055,0.29622139277999443
9265294,206084,0.06579527207670044
1446467,2410676,0.08838124110341175
10969551,12296490,0.6001222461444151
8271291,14204295,0.08838124110341175
27494663,206084,0.07927173701800941
321278,4580780,0.08838124110341175
658518,1254497,0.07927173701800941
26399616,26119962,0.06579527207670044
7691631,23096959,0.9834100128503995
23096959,7691631,0.06579527207670044
7691631,20580498,0.695829691602527
2893713,108278,0.07927173701800941
26992831,206084,0.06579527207670044
