Source,Target,Sigmoid
203666,28643625,0.007424119432130024
25126616,16241224,0.006285439040318382
15171934,3623050,0.0017764723460709118
24560307,5932749,0.0024299999981574373
2935735,4591033,0.002429959415544909
9461481,28366058,0.006575102140154286
25537901,25538333,0.0017764723460709118
4025121,16851127,0.007134456331620845
10969551,8711353,0.008083736372253458
24560307,13346571,0.002429959415544909
1857825,2410676,0.0021403368994862538
11421378,167174,0.002314755128178513
11421378,3955647,0.0021403368994862538
8843683,1787757,0.0017764723460709118
671825,729744,0.07282819883039197
17784299,21548299,0.0017764723460709118
206084,26992831,0.0017764723460709118
9530789,9325315,0.0017764723460709118
9325315,9530789,0.15583705664047953
1801829,2649031,0.0064598572690106396
11808187,5187096,0.0017764723460709118
588600,71019,0.0021403368994862538
9461481,7691631,0.0064598572690106396
11589713,9461481,0.007134456331620845
11778024,16819795,0.0021403368994862538
714074,14663768,0.0021403368994862538
14159669,3623050,0.0678657073050417
19294390,9029977,0.0017764723460709118
21357099,321278,0.0017764723460709118
2081289,14448779,0.08236287129185056
10707658,16297763,0.008078570711981736
27022174,2476855,0.0021403368994862538
8569918,9615328,0.0021403368994862538
606956,128476,0.20119812988371635
28366058,7691631,0.07304963775863436
7786818,3038446,0.8663694330868313
17752746,3016562,0.0021403368994862538
22521888,10616272,0.0021403368994862538
238972,13347640,0.02581848266828117
13512328,11225014,0.005921574486903039
104937,27,0.0017764723460709118
15601851,23899906,0.002386293509792117
2351391,2351384,0.0017764723460709118
108278,15090814,0.0021403368994862538
14981376,1181927,0.06230369758911955
2014929,1385122,0.5135174773870743
9403933,23198783,0.0017764723460709118
8962829,14169882,0.008099999491805095
24835467,22187098,0.0017764723460709118
5710178,5710341,0.0021403368994862538
843222,654608,0.17259715243168058
27193779,3342055,0.8940488513164975
9265294,206084,0.0017764723460709118
1446467,2410676,0.15590859502209312
10969551,12296490,0.2630375557936427
8271291,14204295,0.002386293509792117
27494663,206084,0.0021403368994862538
321278,4580780,0.048442983963482414
658518,1254497,0.0021403368994862538
26399616,26119962,0.0017764723460709118
7691631,23096959,0.9061428177059022
23096959,7691631,0.9135579174869428
7691631,20580498,0.06484409212695852
2893713,108278,0.0021403368994862538
26992831,206084,0.0017764723460709118
13739356,10037542,0.016246192235290054
28155823,18023059,0.00771585042726171
24336212,25104780,0.0017764723460709118
1090311,24894912,0.002314755128178513
729744,671825,0.08476121906118791
27494663,7691631,0.536859904185806
11167738,28062827,0.1609301573166896
11617504,11924873,0.002314755128178513
238972,363387,0.007344490535585852
5721837,1419138,0.0017764723460709118
28669836,17301522,0.002314755128178513
238972,1252,0.0017764723460709118
7099729,2163263,0.002314755128178513
5373551,7480345,0.0017764723460709118
168370,722201,0.0021403368994862538
589584,616448,0.0017764723460709118
12244838,4331833,0.0017764723460709118
3447593,22942790,0.0017764723460709118
1402936,4090287,0.0017764723460709118
7691631,15693680,0.002429999986385204
21779020,3678731,0.0021403368994862538
3557653,2968000,0.024463508265954625
20580498,7691631,0.91648741361878
11412473,14238949,0.0017764723460709118
2751199,2752522,0.0021403368994862538
1090311,168370,0.6397741130248611
20929025,321278,0.0017764723460709118
5048251,641512,0.0017764723460709118
14204295,12584841,0.0017764723460709118
28758778,1362490,0.0017764723460709118
14225208,21449162,0.006572888286429732
23810532,9325315,0.0017764723460709118
3198415,2228226,0.005921574486903039
6862780,143580,0.006569093666561505
20580498,15693680,0.0017764723460709118
9534760,3214406,0.0021403368994862538
26494782,17815037,0.0017764723460709118
22873447,21129265,0.0017764723460709118
1632976,658518,0.0017764723460709118
24474126,3638964,0.998268858444324
7691631,9461481,0.0024239915257293775
488514,614070,0.020993604321825857
11452644,9996255,0.0017764723460709118
19354917,3620194,0.0017764723460709118
7961991,7968417,0.0017764723460709118
24400684,25841126,0.0017764723460709118
26715792,1725199,0.0017764723460709118
28671602,734934,0.015593479482178003
17620347,14225208,0.002314755128178513
2055965,19390712,0.7180905887852003
2055965,20905275,0.0017764723460709118
23407526,3214406,0.0017764723460709118
17049596,1093228,0.0017764723460709118
1332134,1157388,0.0017764723460709118
16665655,929845,0.0017764723460709118
16665655,3319769,0.0021403368994862538
24664810,3214406,0.0017764723460709118
25252102,15901046,0.005921574486903039
12048721,7760890,0.0017764723460709118
15901046,25252102,0.006285439040318382
8710734,507775,0.016131762264285605
28834044,417389,0.0017764723460709118
11167738,931039,0.0017764723460709118
17950592,17930752,0.0021403368994862538
8962829,3620194,0.0017764723460709118
17089728,14712850,0.17379916591741873
9528819,1380117,0.0017764723460709118
22187098,7764559,0.0017764723460709118
