Source,Target,Sigmoid
203666,28643625,0.024747064773766748
25126616,16241224,0.02095146346772794
15171934,3623050,0.005921574486903039
24560307,5932749,0.008099999993858124
2935735,4591033,0.00809986471848303
9461481,28366058,0.02191700713384762
25537901,25538333,0.005921574486903039
4025121,16851127,0.02378152110540282
10969551,8711353,0.026945787907511527
24560307,13346571,0.00809986471848303
1857825,2410676,0.007134456331620846
11421378,167174,0.00771585042726171
11421378,3955647,0.007134456331620846
8843683,1787757,0.005921574486903039
671825,729744,0.24276066276797326
17784299,21548299,0.005921574486903039
206084,26992831,0.005921574486903039
9530789,9325315,0.005921574486903039
9325315,9530789,0.5194568554682651
1801829,2649031,0.0215328575633688
11808187,5187096,0.005921574486903039
588600,71019,0.007134456331620846
9461481,7691631,0.0215328575633688
11589713,9461481,0.02378152110540282
11778024,16819795,0.007134456331620846
714074,14663768,0.007134456331620846
14159669,3623050,0.22621902435013902
19294390,9029977,0.005921574486903039
21357099,321278,0.005921574486903039
2081289,14448779,0.27454290430616857
10707658,16297763,0.02692856903993912
27022174,2476855,0.007134456331620846
8569918,9615328,0.007134456331620846
606956,128476,0.6706604329457212
28366058,7691631,0.2434987925287812
7786818,3038446,0.8327049283410459
17752746,3016562,0.007134456331620846
22521888,10616272,0.007134456331620846
238972,13347640,0.08606160889427057
13512328,11225014,0.01973858162301013
104937,27,0.005921574486903039
15601851,23899906,0.007954311699307057
2351391,2351384,0.005921574486903039
108278,15090814,0.007134456331620846
14981376,1181927,0.20767899196373185
2014929,1385122,0.005921574486903039
9403933,23198783,0.005921574486903039
8962829,14169882,0.026999998306016983
24835467,22187098,0.005921574486903039
5710178,5710341,0.007134456331620846
843222,654608,0.5753238414389353
27193779,3342055,0.9249696557732663
9265294,206084,0.005921574486903039
1446467,2410676,0.5196953167403104
10969551,12296490,0.8767918526454757
8271291,14204295,0.007954311699307057
27494663,206084,0.007134456331620846
321278,4580780,0.16147661321160806
658518,1254497,0.007134456331620846
26399616,26119962,0.005921574486903039
7691631,23096959,0.9652828770712821
23096959,7691631,0.8225200957041316
7691631,20580498,0.21614697375652842
2893713,108278,0.007134456331620846
26992831,206084,0.005921574486903039
13739356,10037542,0.05415397411763352
28155823,18023059,0.0257195014242057
24336212,25104780,0.005921574486903039
1090311,24894912,0.00771585042726171
729744,671825,0.2825373968706264
27494663,7691631,0.0837296638160086
11167738,28062827,0.5364338577222987
11617504,11924873,0.00771585042726171
238972,363387,0.024481635118619508
5721837,1419138,0.005921574486903039
28669836,17301522,0.00771585042726171
238972,1252,0.005921574486903039
7099729,2163263,0.00771585042726171
5373551,7480345,0.005921574486903039
168370,722201,0.007134456331620846
589584,616448,0.005921574486903039
12244838,4331833,0.005921574486903039
3447593,22942790,0.005921574486903039
1402936,4090287,0.005921574486903039
7691631,15693680,0.008099999954617347
21779020,3678731,0.007134456331620846
3557653,2968000,0.08154502755318209
20580498,7691631,0.9997648634475416
11412473,14238949,0.005921574486903039
2751199,2752522,0.007134456331620846
1090311,168370,0.07738719480114493
20929025,321278,0.005921574486903039
5048251,641512,0.005921574486903039
14204295,12584841,0.005921574486903039
28758778,1362490,0.005921574486903039
14225208,21449162,0.02190962762143244
23810532,9325315,0.005921574486903039
3198415,2228226,0.01973858162301013
6862780,143580,0.021896978888538348
20580498,15693680,0.005921574486903039
9534760,3214406,0.007134456331620846
26494782,17815037,0.005921574486903039
22873447,21129265,0.005921574486903039
1632976,658518,0.005921574486903039
24474126,3638964,0.999998982179894
7691631,9461481,0.008079971752431258
488514,614070,0.06997868107275286
11452644,9996255,0.005921574486903039
19354917,3620194,0.005921574486903039
7961991,7968417,0.005921574486903039
24400684,25841126,0.005921574486903039
26715792,1725199,0.005921574486903039
28671602,734934,0.05197826494059334
17620347,14225208,0.00771585042726171
2055965,19390712,0.6878319458139894
2055965,20905275,0.005921574486903039
23407526,3214406,0.005921574486903039
17049596,1093228,0.005921574486903039
1332134,1157388,0.005921574486903039
16665655,929845,0.005921574486903039
16665655,3319769,0.007134456331620846
24664810,3214406,0.005921574486903039
25252102,15901046,0.01973858162301013
12048721,7760890,0.005921574486903039
15901046,25252102,0.02095146346772794
8710734,507775,0.05377254088095202
28834044,417389,0.005921574486903039
11167738,931039,0.005921574486903039
17950592,17930752,0.007134456331620846
8962829,3620194,0.005921574486903039
17089728,14712850,0.5793305530580625
9528819,1380117,0.005921574486903039
22187098,7764559,0.005921574486903039
1254497,2935735,0.5194568554682651
695611,12710059,0.005921574486903039
24669372,2932773,0.007954311699307057
1217614,3988342,0.00771585042726171
4007018,258750,0.01973858162301013
20004472,11921752,0.005921574486903039
658518,1385122,0.2059188498430832
5282596,5312648,0.007134456331620846
21388550,20897575,0.005921574486903039
21388550,20882845,0.005921574486903039
5216282,890377,0.00771585042726171
10270250,11667865,0.005921574486903039
5532320,7804910,0.9702612635641312
2935735,12127251,0.007134456331620846
15045751,7691631,0.9442496601485011
23487443,203666,0.005921574486903039
27193779,27196756,0.008079971752431258
1283503,19294390,0.005921574486903039
46939,167174,0.005921574486903039
585285,8792127,0.007134456331620846
16688238,21386310,0.007954311699307057
18219900,2293158,0.008045787907513292
2293158,13744591,0.00771585042726171
24560307,10270250,0.007134456331620846
4262493,2011783,0.7048073919202932
52287,13080550,0.007134456331620846
18453077,4039952,0.005921574486903039
128476,606956,0.6697491013698287
20260834,20260602,0.005921574486903039
20260602,20260834,0.005921574486903039
16630147,12310030,0.005921574486903039
26509369,29600667,0.021916007640041597
380961,1211978,0.02095146346772794
9615328,8569918,0.005921574486903039
12892263,13345709,0.01973858162301013
10642675,10350614,0.005921574486903039
1284185,7394347,0.007134456331620846
11667865,10270250,0.00771585042726171
19614228,11167738,0.005921574486903039
18065797,5710341,0.005921574486903039
14562056,13220460,0.1908889608622583
8514,28748876,0.005921574486903039
24894912,1090311,0.005921574486903039
7477865,5151909,0.007954311699307057
7691631,16607898,0.00771585042726171
11116372,597879,0.005921574486903039
10822741,3594497,0.005921574486903039
14474326,65252,0.005921574486903039
2055965,167174,0.007134456331620846
22700458,14712850,0.007954311699307057
2165383,2081289,0.7354272184900786
7673810,6907993,0.005921574486903039
447184,238972,0.26972562164288505
24835467,931039,0.00771585042726171
203666,16219318,0.008079971752431258
24835467,24560307,0.0215328575633688
890377,81384,0.007954311699307057
206084,11180687,0.005921574486903039
16219318,203666,0.005921574486903039
80571,8514,0.007134456331620846
13575283,455600,0.005921574486903039
1312351,14299077,0.005921574486903039
11396385,25652980,0.02436291520104368
714074,7467217,0.005921574486903039
10399273,4723248,0.02095146346772794
11581452,258750,0.005921574486903039
20558462,19745004,0.7391344902883719
14089735,27866077,0.005921574486903039
24560307,22187098,0.005921574486903039
3781859,943149,0.007134456331620846
5017825,478996,0.007134456331620846
13653550,4007018,0.1908889608622583
25136308,1200050,0.005921574486903039
7691631,28366058,0.2749491153159452
19360616,9787757,0.005921574486903039
843222,890377,0.005921574486903039
12225546,8665467,0.005921574486903039
14238949,9831101,0.005921574486903039
9831101,14238949,0.005921574486903039
5710848,21338881,0.005921574486903039
2300694,507,0.005921574486903039
